Index	Name_Teigtasche	Name_Landesprache	Landesindex	Zubereitungsart	Beschaffenheit	Verspeisungsart	Besonderes	Info	Link	Description
171	Empanadas de Paixe	Empadas de Peixe	147	gebacken	na	mit Chili und Avocadocreme	na	na	https://www.nationalgerichtrezepte.de/nationalgericht-sao-tome-und-principe-empadas-de-peixe-rezept/	Empadas de Peixe sind ein köstliches Gericht aus der portugiesischen Küche_ das aus Teigtaschen besteht_ die mit einer Fischfüllung zubereitet werden. Der Teig wird aus Mehl_ Butter und Wasser gemacht und zu kleinen Taschen geformt. Die Füllung besteht häufig aus Fisch_ wie Kabeljau oder anderen regionalen Sorten_ und wird mit Zwiebeln_ Knoblauch_ Tomaten und Gewürzen wie Paprika und Kreuzkümmel gewürzt. Diese gefüllten Teigtaschen werden dann gebacken_ bis sie goldbraun und knusprig sind. Empadas de Peixe sind ein beliebtes Gericht in Portugal und in den ehemaligen Kolonien_ besonders als Snack oder Vorspeise. Sie bieten einen würzigen_ maritimen Geschmack und sind sowohl warm als auch kalt lecker.
172	Manto	منتو	148	gedämpft	na	mit Joghurt	na	na	https://www.slurrp.com/recipes/manto-1612538014	Arabische Manto sind köstliche Teigtaschen aus der arabischen Küche_ die in verschiedenen Varianten zubereitet werden. Der Teig wird aus Mehl_ Wasser und manchmal Joghurt hergestellt_ um eine weiche_ elastische Textur zu erhalten. Die Füllung variiert_ enthält jedoch häufig Fleisch wie Lamm oder Huhn_ sowie Gewürze wie Zwiebeln_ Knoblauch_ Kreuzkümmel und Zimt. In einigen Varianten können auch Gemüse oder Käse verwendet werden. Diese Teigtaschen werden entweder frittiert oder gebacken_ bis sie goldbraun und knusprig sind. Arabische Mato sind ein beliebter Snack oder eine Vorspeise und bieten eine perfekte Kombination aus würziger Füllung und knusprigem Teig. Sie werden oft mit Joghurt oder einer scharfen Sauce serviert.
173	Kroppkakor	Kroppkakor	149	gekocht_ gebraten	na	mit Beeren	na	na	https://www.nordickitchenstories.co.uk/2020/11/20/kroppkakor-swedish-potato-dumplings-recipe/	Kroppkakor sind traditionelle schwedische Teigtaschen_ die aus Kartoffeln und Mehl zubereitet werden. Der Teig besteht hauptsächlich aus gekochten und pürierten Kartoffeln_ die mit Mehl und Ei vermischt werden_ um eine weiche Konsistenz zu erreichen. Die Füllung besteht typischerweise aus gewürfeltem Schweinefleisch oder Speck_ das zusammen mit Zwiebeln angebraten wird. Die Teigtaschen werden zu kleinen Bällchen geformt_ in denen die Füllung eingeschlossen ist_ und dann in kochendem Wasser gekocht. Nach dem Kochen werden sie oft mit geschmolzener Butter und Preiselbeermarmelade serviert. Kroppkakor sind in Schweden ein beliebtes Gericht und besonders in der Region Småland bekannt_ wo sie traditionell während festlicher Anlässe oder als herzhaftes Mittagessen gegessen werden.
174	Rascholini	Rascholini	150	frittieren	na	Puderzucker	na	na	https://www.valais.ch/de/geniessen/walliser-spezialitaeten/rezepte/rascholini	Rascholini aus dem Wallis sind traditionelle Teigtaschen_ die in der Schweiz_ insbesondere im Wallis_ zubereitet werden. Sie bestehen aus einem Teig aus Mehl_ Wasser und Ei_ der zu kleinen Taschen geformt wird. Die Füllung variiert je nach Region und Vorlieben_ enthält jedoch häufig Kartoffeln_ Käse und manchmal auch Speck oder Zwiebeln. Diese Teigtaschen werden dann gekocht oder in etwas Butter angebraten_ bis sie goldbraun und knusprig sind. Rascholini sind ein beliebtes Gericht im Wallis und werden oft mit einem frischen Salat oder einer herzhaften Sauce serviert. Sie sind besonders in den Wintermonaten ein gemütliches und nahrhaftes Gericht_ das traditionell bei Familienfeiern oder in den Alpenregionen genossen wird.
175	Fataya	Fataya	151	frittiert	na	mit Ketchup	na	na	https://dinnerbydennis.com/fataya/	Fataya aus dem Senegal sind köstliche_ frittierte Teigtaschen_ die mit einer Mischung aus Fleisch_ Fisch oder Gemüse und Gewürzen gefüllt sind. Der Teig wird dünn ausgerollt_ die Füllung hineingelegt und die Teigtaschen werden dann zu kleinen Taschen geformt und frittiert_ bis sie goldbraun und knusprig sind. Fataya sind ein beliebter Snack oder Appetizer und werden oft auf Straßenmärkten oder bei festlichen Anlässen serviert. Sie bieten eine köstliche Kombination aus einer würzigen_ saftigen Füllung und einer knusprigen Außenschicht.
176	Zwetschgenknödel	Кнедле са шљивама	152	gekocht	na	mit Puderzucker	na	na	https://www.thebalkanfoodie.com/serbian-plum-dumplings-gomboce-sa-sljivama/	Serbische Zwetschgenknödel sind ein traditionelles Dessert aus Serbien_ das aus einem weichen Kartoffelteig besteht. Die Knödel werden mit Zwetschgen oder Pflaumen gefüllt_ die vorher entkernt und manchmal mit Zucker oder Zimt gewürzt werden. Der Teig wird um die Pflaumen gewickelt_ und die Knödel werden dann in kochendem Wasser gekocht_ bis sie gar sind. Nach dem Kochen werden die Zwetschgenknödel in zerlassener Butter gewendet und häufig mit Zucker oder Zimt bestreut_ um ihnen eine zusätzliche Süße zu verleihen. Dieses Gericht ist besonders in der Herbstsaison beliebt_ wenn Zwetschgen in Saison sind_ und wird oft als süße Mahlzeit oder Dessert serviert. Die Kombination aus dem zarten Teig und den süßen_ saftigen Pflaumen macht serbische Zwetschgenknödel zu einem beliebten und leckeren Gericht.
177	Samoussas	Samoussas	153	frittiert	na	Pur	na	na	https://www.insel-la-reunion.com/entdecken/die-gastronomie/kreolische-rezepte-aus-la-reunion/kartoffel-kaese-samosas/	Samousas aus den Seychellen sind eine beliebte Snackspezialität_ die aus knusprigem Teig bestehen_ der mit einer würzigen Füllung gefüllt wird. Diese Teigtaschen werden oft mit einer Mischung aus Gemüse_ Fisch oder Huhn zubereitet_ die mit Gewürzen wie Kreuzkümmel_ Kurkuma und Koriander verfeinert wird. Die Füllung wird in den Teig gewickelt_ der dann zu einer Dreieckform gefaltet und frittiert wird_ bis er goldbraun und knusprig ist. Samousas sind in den Seychellen ein beliebtes Streetfood und werden oft als Snack oder Vorspeise serviert_ insbesondere bei festlichen Anlässen oder in den Mittagspausen. Der würzige Geschmack der Füllung kombiniert mit dem knusprigen Teig macht Samousas zu einer köstlichen Delikatesse.
178	Hoontoo	Hoontoo	154	gedämpft	na	Pur	na	na	https://irepsalone.com/hoontoo-sierra-leonean-steamed-beef-and-polenta-dumplings/	Hoontoo aus Sierra Leone ist ein traditionelles Gericht_ das aus kleinen Teigtaschen besteht_ die mit einer würzigen Füllung gefüllt sind. Der Teig wird aus Mehl_ Wasser und Gewürzen zubereitet_ während die Füllung oft aus einer Mischung von Fleisch_ meist Huhn oder Rind_ sowie Zwiebeln und einer Vielzahl von Kräutern und Gewürzen besteht. Die Teigtaschen werden zu kleinen Bällchen geformt_ die dann entweder frittiert oder gedämpft werden_ bis sie goldbraun und knusprig sind. Hoontoo wird häufig als Snack oder in geselliger Runde serviert und ist besonders in ländlichen Gebieten von Sierra Leone beliebt. Der Geschmack der würzigen Füllung gepaart mit dem zarten_ knusprigen Teig macht Hoontoo zu einer beliebten Delikatesse der westafrikanischen Küche.
179	Sadza	Sadza	155	gekocht	na	mit Suppe	na	na	https://champsdiet.com/african-sadza-dumpling/	Sadza Dumplings aus Simbabwe sind eine traditionelle Beilage_ die aus Sadza_ einem beliebten Maisbrei_ zubereitet wird. Sadza ist ein Grundnahrungsmittel in Simbabwe und wird aus Maismehl und Wasser gekocht_ bis es eine feste Konsistenz erreicht. Für die Dumplings wird der Sadza zu kleinen Portionen geformt und entweder in kochendem Wasser gekocht oder gedämpft. Diese Dumplings haben eine weiche_ aber dennoch dichte Textur und werden oft zusammen mit verschiedenen Fleischgerichten oder Gemüse serviert. Sie sind eine hervorragende Ergänzung zu Eintöpfen und Soßen und sind ein wichtiger Bestandteil der simbabwischen Küche_ da sie sowohl sättigend als auch nahrhaft sind.
180	Steamed dumplings	焼売	156	gedämpft	na	mit Chiliöl	na	na	https://thefoodietakesflight.com/steamed-dumplings-with-the-best-dipping-sauce/	Teigtaschen aus Singapur sind ein beliebtes Gericht der lokalen Küche_ das sowohl in der traditionellen als auch in der modernen Version genossen wird. Diese Teigtaschen bestehen oft aus einem dünnen Teig_ der mit einer Vielzahl von Füllungen gefüllt wird_ darunter Schweinefleisch_ Huhn_ Garnelen oder Gemüse. Die Füllungen werden häufig mit asiatischen Gewürzen und Aromen wie Sojasauce_ Knoblauch_ Ingwer und Frühlingszwiebeln abgeschmeckt. Die Teigtaschen können auf verschiedene Weise zubereitet werden_ einschließlich Dämpfen_ Frittieren oder Kochen. In Singapur sind solche Teigtaschen_ wie Dumplings oder Siew Mai_ oft Teil eines größeren Dim-Sum-Menüs und werden als Snack oder Mahlzeit bei besonderen Anlässen oder in Dim-Sum-Restaurants serviert. Die Mischung aus würzigen Füllungen und zartem Teig macht diese Teigtaschen zu einem beliebten und köstlichen Gericht.
181	Štruklji	Štruklji	157	gekocht	süß	Semmelbrösel und Puderzucker	na	na	https://www.ichkoche.ch/slowenische-struklji-rezept-173124	Štruklji sind traditionelle slowenische Teigtaschen_ die mit verschiedenen Füllungen zubereitet werden können. Die häufigste Füllung besteht aus Quark_ Käse oder auch Spinat. Der Teig wird dünn ausgerollt_ mit der Füllung bedeckt und dann zu einer Rolle oder kleinen Taschen gerollt. Štruklji können entweder gekocht_ gebacken oder gedämpft werden. Sie sind besonders bekannt für ihre weiche_ zarte Textur und die cremige Füllung. In Slowenien werden sie häufig als Hauptgericht oder Beilage serviert und sind ein beliebtes Gericht bei Festen und Familienfeiern. Die Kombination aus dem milden Teig und der schmackhaften Füllung macht Štruklji zu einem herzhaften und leckeren Gericht.
182	Idrijski Žlikrofi	Idrija Žlikrofi	158	gekocht	na	mit Speckbutter	na	na	https://www.servus.com/r/idrijski-zlikrofi	Idrijski Žlikrofi sind traditionelle Teigtaschen aus der Region Idrija in Slowenien. Sie bestehen aus einem dünnen Teig_ der mit einer Füllung aus Kartoffeln_ Zwiebeln und gewürzten Kräutern gefüllt wird. Der Teig wird zu kleinen Taschen geformt und dann gekocht_ bis sie weich und zart sind. Diese Teigtaschen werden oft mit einer Fleischsauce oder einer speziellen Rindfleischbrühe serviert_ die den Geschmack der Füllung noch intensiver zur Geltung bringt. Idrijski Žlikrofi sind besonders in der Region Idrija und in ganz Slowenien ein beliebtes Gericht und gelten als kulinarisches Erbe. Ihre Zubereitung erfordert handwerkliches Geschick und sie sind ein wahrer Genuss für Liebhaber traditioneller slowenischer Küche.
183	Sambusi	Sambusi	159	frittiert	na	mit Paprika	na	na	https://www.parmigianoreggiano.com/recipes/somali-sambusi-dumplings-with-parmigiano-reggiano-somalia	Sambusi aus Somalia sind knusprige Teigtaschen_ die mit einer würzigen Füllung gefüllt sind. Der Teig wird dünn ausgerollt_ in Dreiecksform gefaltet und dann frittiert_ bis er goldbraun und knusprig ist. Die Füllung besteht oft aus einer Mischung aus gewürztem Hackfleisch_ häufig Rind oder Lamm_ sowie Zwiebeln_ Knoblauch und einer Vielzahl von Gewürzen wie Kreuzkümmel_ Koriander und Kurkuma. Vegetarische Varianten mit Erbsen oder Kartoffeln sind ebenfalls verbreitet. Sambusi werden in Somalia oft als Snack oder Vorspeise serviert und sind besonders bei festlichen Anlässen oder während des Ramadan beliebt. Ihr würziger Geschmack und die knusprige Textur machen sie zu einer beliebten Delikatesse in der somalischen Küche.
184	Empanadillas	Empanadillas	160	gebacken	na	Pur	na	na	https://martaullmann.com/empanadillas-2/	Empanadillas sind kleine_ gefüllte Teigtaschen_ die in vielen spanischsprachigen Ländern der Welt beliebt sind. Der Teig wird in kleine Kreise ausgerollt_ die dann mit einer Vielzahl von Füllungen gefüllt werden_ wie z. B. Fleisch_ Huhn_ Käse_ Gemüse oder Meeresfrüchten. Die Füllung wird mit Gewürzen wie Knoblauch_ Zwiebeln_ Kreuzkümmel und Paprika abgeschmeckt_ je nach Region können auch Oliven oder Rosinen hinzugefügt werden. Die Teigtaschen werden entweder frittiert_ gebacken oder in Öl gebraten_ bis sie goldbraun und knusprig sind. Empanadillas sind vielseitig und können als Snack_ Vorspeise oder Hauptgericht serviert werden_ oft begleitet von einer scharfen Sauce oder einem Salat. Sie sind in der spanischen Küche sehr verbreitet und finden auch in vielen lateinamerikanischen Ländern ihren Platz.
185	Thakkadi	தக்கடி	161	gekocht	na	in Suppe	na	na	https://www.goya.in/blog/thakkadi-tamil-muslim-recipe-for-dumplings-in-a-meat-gravy	Thakkadi ist ein traditionelles Gericht aus Sri Lanka_ das aus kleinen Teigtaschen besteht. Der Teig wird aus Mehl_ Wasser und Gewürzen zubereitet_ während die Füllung aus einer Mischung von gewürztem Gemüse_ Huhn oder Fisch bestehen kann. Oft wird die Füllung mit Zutaten wie Zwiebeln_ Knoblauch_ Chili und Koriander gewürzt. Die Teigtaschen werden in kleine Portionen geformt und entweder frittiert oder gedämpft_ bis sie goldbraun und knusprig sind. Thakkadi wird häufig als Snack oder Vorspeise serviert_ besonders bei festlichen Anlässen oder in geselligen Zusammenkünften. Der würzige Geschmack der Füllung und die knusprige Textur des Teigs machen Thakkadi zu einer beliebten Delikatesse der sri-lankischen Küche.
186	Kokosnuss Dumplings	Coconut dumplings	162	gekocht	na	als Beilage	na	na	https://ingmar.app/blog/recipe-the-national-dish-of-saint-kitts-and-nevis-stewed-saltfish-with-spicy-plantains-and-coconut-dumplings/	Kokosnuss Dumplings aus St. Kitts und Nevis sind eine süße Delikatesse_ die aus Kokosnuss und Teig zubereitet wird. Diese Teigtaschen bestehen aus einem einfachen Teig_ der mit geriebener Kokosnuss und manchmal Zucker oder Gewürzen wie Zimt oder Muskatnuss verfeinert wird. Die Füllung wird in kleine Portionen gewickelt und dann entweder gedämpft oder gekocht_ bis sie weich und saftig sind. Diese Kokosnuss Dumplings sind ein beliebtes Dessert oder Snack in der karibischen Küche und bieten eine köstliche Kombination aus süßem und cremigem Kokosnussgeschmack. Sie sind besonders auf den Inseln St. Kitts und Nevis während Festen oder besonderen Anlässen ein Genuss.
187	Dumplings and cocoa tea	Dombway ek ditay cocoa	163	gekocht	na	mit Kakao	na	na	https://stlucia.loopnews.com/content/recipe-dumplings-and-cocoa-tea-dombway-ek-ditay-cocoa	Dombway ek Ditay Cocoa ist ein traditionelles Gericht aus St. Lucia. Es handelt sich um eine süße_ schokoladige Leckerei_ die aus Kakao und Zucker zubereitet wird. "Dombway" bezieht sich auf eine Art süßer Teig_ der zusammen mit "Ditay Cocoa"_ einer Mischung aus Kakao und Gewürzen wie Muskatnuss und Zimt_ gekocht wird. Das Gericht wird oft als Dessert oder Snack serviert und kann je nach Region auch mit Kokosnuss oder anderen süßen Zutaten verfeinert werden. Es ist ein beliebtes Gericht auf St. Kitts und Nevis und wird oft während festlicher Anlässe oder besonderen Gelegenheiten genossen. Der reichhaltige_ schokoladige Geschmack macht es zu einer beliebten Wahl für Naschkatzen in der Karibik.
188	Coconut Dumplings	Coconut Dumplings	164	gekocht	na	mit Fisch	na	na	http://caribbeanflavours.blogspot.com/2015/12/carlas-coconut-dumplings-and-cassava.html	Coconut Dumplings aus St. Vincent und den Grenadinen sind köstliche Teigtaschen_ die mit einer Mischung aus Kokosnuss_ Mehl und Zucker zubereitet werden. Der Teig wird zu kleinen Klößen geformt und dann in Wasser oder Kokosmilch gekocht_ bis sie weich und aromatisch sind. Diese Dumplings sind süß_ haben eine zarte Konsistenz und den intensiven Geschmack von frischer Kokosnuss. Sie werden oft als Snack oder Dessert serviert und sind ein beliebtes Gericht in der karibischen Küche_ besonders in St. Vincent und den Grenadinen.
189	Südafrikanische Samosas	Samosas	165	frittiert	na	mit Dip	na	na	https://www.chefkoch.de/rezepte/3706351560329912/Samosas-wie-in-Kapstadt.html	Südafrikanische Samosas sind eine beliebte Delikatesse in Südafrika und ein fester Bestandteil der lokalen Küche. Sie bestehen aus einem dünnen Teig_ der mit einer würzigen Füllung gefüllt wird. Die Füllung variiert je nach Region und kann Hackfleisch_ Huhn_ Kartoffeln_ Erbsen oder sogar Linsen enthalten. Gewürze wie Curry_ Kreuzkümmel_ Koriander und Chili sorgen für den charakteristischen Geschmack. Nachdem sie gefüllt und in Dreiecksform gefaltet wurden_ werden die Samosas frittiert_ bis sie goldbraun und knusprig sind. Sie werden oft als Snack oder Vorspeise serviert und sind besonders beliebt bei festlichen Anlässen und in Straßenrestaurants. Der würzige_ knusprige Teig und die aromatische Füllung machen sie zu einem beliebten Snack in Südafrika.
190	Luqaimat	لقمة القاضي	166	frittiert	Süß	mit Tee	na	na	https://cookpad.com/in/recipes/13055769-luqaimat-arabic-sweet-dumpling	Luqaimat aus dem Sudan sind süße_ knusprige Teigtaschen_ die ähnlich wie die traditionellen arabischen Luqaimat in anderen Teilen des Nahen Ostens und Nordafrikas zubereitet werden. Der Teig besteht aus Mehl_ Hefe_ Zucker_ Wasser und Gewürzen_ und wird zu kleinen Bällchen geformt_ die in heißem Öl frittiert werden. Nach dem Frittieren werden die Luqaimat in eine süße Sirupsoße getaucht_ die oft aus Zucker und Wasser besteht und manchmal mit etwas Rosenwasser oder Orangenblütenwasser aromatisiert wird. Diese kleinen_ knusprigen Bällchen sind in Sudan besonders während des Ramadan oder bei festlichen Anlässen beliebt. Der süße Geschmack und die knusprige Textur machen Luqaimat zu einem geschätzten Dessert_ das sowohl von Einheimischen als auch von Besuchern der sudanesischen Küche genossen wird.
191	Jowar Ki Litti	Jowar Ki Litti	167	gebacken	na	mit Aubergine	na	na	https://betterwithmillets.com/recipes/jowar-ki-litti-baked-dumplings-made-with-sorghum/	Jowar Ki Litti aus dem Südsudan ist eine traditionelle Teigtasche_ die aus Jowarmehl (Hirsemehl) zubereitet wird. Diese Teigtaschen bestehen aus einem festen Teig_ der mit einer würzigen Füllung gefüllt wird_ die häufig aus geröstetem Mehl_ Gewürzen und manchmal auch aus Linsen oder Hülsenfrüchten besteht. Der Teig wird zu kleinen Kugeln geformt_ die dann im Ofen gebacken oder auf offener Flamme geröstet werden_ bis sie goldbraun und knusprig sind. Jowar Ki Litti wird oft mit einer scharfen Sauce oder einer Tomaten- und Chili-Salsa serviert und ist ein beliebter Snack oder ein Teil einer größeren Mahlzeit in der sudanesischen Küche. Der herzhafte Geschmack und die sättigende Textur machen dieses Gericht besonders bei festlichen Anlässen und in ländlichen Gebieten beliebt.
192	Bakkeljauw Pastei	Bakkeljauw Pastei	168	gebacken	na	Pur	na	na	https://www.antilliaans-eten.nl/recepten/pastechi-bakijou-pastei-met-bakkeljauw/	Bakkeljauw Pastei aus Suriname ist eine leckere und knusprige Teigtasche_ die mit Bakkeljauw (gesalzenem Fisch)_ Zwiebeln_ Paprika und verschiedenen Gewürzen gefüllt wird. Der Fisch verleiht der Füllung einen würzigen und salzigen Geschmack_ der hervorragend mit dem weichen Teig harmoniert. Diese Pastei wird entweder gebacken oder frittiert_ bis sie goldbraun und knusprig ist. Bakkeljauw Pastei ist ein populärer Snack in Suriname und wird häufig bei Festen oder anderen Anlässen serviert.
193	na	na	169	na	na	na	na	na	na	na
194	Shish Barak aus Syrien	شُشْبَرَك	170	gebacken	na	mit Joghurt	na	na	https://www.fufuskitchen.com/shish-barak/	Shish Barak aus Syrien sind kleine Teigtaschen_ die mit einer würzigen Füllung aus Lammhackfleisch_ Zwiebeln und Gewürzen gefüllt sind. Diese Teigtaschen werden in einer köstlichen Joghurtsoße gekocht_ die ihnen eine cremige und leicht säuerliche Note verleiht. Shish Barak ist ein traditionelles syrisches Gericht_ das oft als Vorspeise oder Hauptgericht serviert wird. Der Teig ist zart und die Füllung saftig_ was dieses Gericht zu einer beliebten Spezialität der syrischen Küche macht.
195	Mantu	манты	171	gedämpft	na	mit Sour cream	na	na	https://www.instructables.com/Making-Mantu-Tajik-Dumplings/	Mantu aus Tadschikistan sind gedämpfte Teigtaschen_ die mit einer herzhaften Füllung aus Lamm- oder Rindfleisch_ Zwiebeln und Gewürzen gefüllt sind. Der Teig ist dünn und weich_ während die Füllung saftig und aromatisch ist. Mantu wird oft mit einer Tomaten- oder Joghurtsoße serviert und kann mit frischen Kräutern garniert werden. Diese Teigtaschen sind ein beliebtes Gericht in Tadschikistan und werden häufig bei festlichen Anlässen oder als herzhaftes Mittagessen genossen.
196	Vitumbua	Vitumbua	172	gedämpft	na	mit Zucker	na	na	https://foodloversmarket.co.za/recipe/vitumbua-tanzanian-style-doughnuts-dumplings/	Vitumbua aus Tansania sind leckere_ frittierte Reisfladen_ die oft zum Frühstück oder als Snack serviert werden. Der Teig wird aus Reismehl_ Zucker_ Hefe und Kokosmilch hergestellt was den Vitumbua eine leichte Süße und einen zarten Geschmack verleiht. Die Teigtaschen sind außen knusprig und innen weich. Vitumbua sind in der tansanischen Küche sehr beliebt und werden häufig mit Tee oder Kaffee genossen.
197	Kanom jeeb	ขนมจีบ	173	gedämpft	na	mit frittiertem Knoblauch	na	na	https://hungryinthailand.com/kanom-jeeb/	Kanom Jeeb sind thailändische gedämpfte Teigtaschen_ die mit einer Füllung aus Schweinefleisch_ Garnelen_ Pilzen und Gewürzen gefüllt sind. Der Teig ist weich und zart_ und die Füllung ist aromatisch und saftig. Kanom Jeeb wird oft mit einer Sojasoße und frischen Kräutern serviert und ist ein beliebtes Gericht in Thailand_ besonders als Snack oder Vorspeise. Diese Teigtaschen sind eine köstliche Kombination aus zartem Teig und würziger Füllung_ die eine perfekte Geschmackskombination bieten.
198	na	na	174	na	na	na	na	na	na	na
199	na	na	175	na	na	na	na	na	na	na
200	Faikakai topai	Faikakai Tōpai	176	frittiert	mit Kokosnuss	mit Sirup	na	na	https://www.breadfruitpeople.com/faikakai-malimali/	Faikakai Topai ist ein traditionelles Gericht aus Tonga_ das aus frittierten Teigtaschen besteht. Der Teig wird aus Mehl_ Zucker und Wasser zubereitet und zu kleinen runden Bällchen geformt. Diese werden dann in heißem Öl frittiert_ bis sie goldbraun und knusprig sind. Faikakai Topai ist ein beliebter Snack oder Nachtisch in Tonga und wird oft zu besonderen Anlässen oder festlichen Feiern serviert. Sie sind außen knusprig und innen weich_ mit einer leicht süßen Note_ die sie zu einem beliebten Genuss machen.
201	Caribbean Boiled Dumplings	Caribbean Boiled Dumplings	177	gekocht	na	als Beilage	na	na	https://www.africanbites.com/caribbean-boiled-dumplings/	Caribbean Boiled Dumplings aus Trinidad und Tobago sind einfache_ aber köstliche Teigtaschen_ die aus Mehl_ Wasser_ Salz und manchmal Butter oder Öl hergestellt werden. Der Teig wird zu kleinen Kugeln oder ovalen Formen geformt und in heißem Wasser gekocht_ bis sie weich und leicht zäh sind. Diese gekochten Teigtaschen sind ein traditionelles Gericht in der Karibik und werden oft als Beilage zu Eintöpfen_ Currys oder gegrilltem Fisch serviert. Sie sind besonders beliebt als Frühstück oder zum Mittagessen und haben eine angenehme_ milde Textur_ die perfekt zu würzigen Gerichten passt.
202	Aiyash	Aiyash	178	gebacken	na	mit Dip	na	na	http://gormandizewithus.blogspot.com/2012/02/chadian-millet-balls-with-3-dipping.html	Aiyash ist eine beliebte Spezialität aus dem Tschad_ die aus Teigtaschen besteht_ die mit einer Vielzahl von Füllungen zubereitet werden. Die Teigtaschen sind knusprig und werden oft mit einer Mischung aus Fleisch_ Gemüse oder Gewürzen gefüllt. Sie sind ein beliebtes Streetfood und werden häufig als Snack oder Teil einer Mahlzeit serviert. Aiyash wird in vielen Teilen des Tschad genossen und ist bekannt für seinen leckeren Geschmack und seine Vielseitigkeit. Die Teigtaschen sind einfach zuzubereiten und werden oft frittiert_ um eine goldene_ knusprige Textur zu erhalten.
203	Knedliky	Knedlíky	179	gekocht	na	mit Goulasch	na	na	https://mission-food.com/knedliky-czech-dumplings/	Knedlíky sind traditionelle tschechische Teigtaschen_ die aus einem weichen Teig aus Mehl_ Ei und Milch hergestellt werden. Sie werden meist als Beilage zu Fleischgerichten_ insbesondere zu Braten_ serviert und sind ein wichtiger Bestandteil der tschechischen Küche. Knedlíky können in verschiedenen Varianten zubereitet werden – am häufigsten werden sie in Form von kleinen_ runden oder länglichen Knödeln gekocht. Oft sind sie mit Brotstücken oder auch mit Pilzen gefüllt und werden entweder gekocht oder gedämpft. Die Knödel haben eine luftige_ zarte Textur und nehmen die Saucen der Gerichte hervorragend auf_ was sie zu einer beliebten und sättigenden Beilage macht.
204	Brik	Brik a L’oeuf	180	gekocht	na	mit Zitrone	na	na	https://roadsandkingdoms.com/2016/brik/	Brik à l'œuf ist ein traditionelles Gericht aus Tunesien_ das aus einer dünnen Teighülle besteht_ die mit einem rohen Ei und manchmal mit zusätzlichen Zutaten wie Thunfisch_ Kapern oder Kräutern gefüllt wird. Die Teigtasche wird dann frittiert_ bis sie goldbraun und knusprig ist. Das Ei im Inneren bleibt weich und wird beim Essen aufgebrochen_ was dem Gericht eine besondere Textur und einen reichen Geschmack verleiht. Brik à l'œuf wird oft als Snack oder Appetizer serviert und ist besonders in Tunesien ein beliebter Genuss.
205	Manti Türkei	Mantı	181	gekocht	na	mit Joghurt und Soße	na	na	https://www.themediterraneandish.com/manti-turkish-dumplings/	Türkische Manti sind kleine_ gefüllte Teigtaschen_ die in der Türkei und anderen Ländern der Region sehr beliebt sind. Der Teig wird dünn ausgerollt und mit einer würzigen Füllung aus Hackfleisch (meist Rind oder Lamm)_ Zwiebeln und Gewürzen gefüllt. Die Teigtaschen werden dann zu kleinen Päckchen geformt und entweder gedämpft oder gekocht. Manti werden oft mit einer großzügigen Portion Joghurt und einer scharfen_ knoblauchigen Buttersoße serviert_ die das Gericht besonders aromatisch macht. Manti sind ein traditionelles Gericht_ das häufig bei Festen und Familienfeiern auf den Tisch kommt und in der türkischen Küche einen festen Platz hat.
206	Manti Turkmenistan	Mantı	182	gedämpft	na	mit Butter	na	na	https://www.kevinallover.com/articles/27	Manti aus Turkmenistan sind traditionelle_ handgefertigte Teigtaschen_ die mit einer herzhaften Füllung aus Fleisch (meist Lamm oder Rind)_ Zwiebeln und Gewürzen gefüllt sind. Der Teig wird dünn ausgerollt und die kleinen Päckchen werden sorgfältig zusammengedrückt_ um die Füllung zu versiegeln. In Turkmenistan werden Manti oft in speziellen Dampfkörben gegart_ wodurch sie eine weiche_ saftige Textur erhalten. Sie werden häufig mit einer Beilage aus Joghurt oder einer scharfen Sauce serviert und sind ein beliebtes Gericht bei festlichen Anlässen und in der täglichen Mahlzeit. Manti sind in der turkmenischen Küche sehr geschätzt und spiegeln die reiche Tradition der Region wider.
207	na	na	183	na	na	na	na	na	na	na
208	Mandazi	Maandazi	184	frittiert	na	mit Suppe	na	na	https://amunafoods.com/mandazi/	Mandazi aus Uganda sind leckere_ frittierte Teigbällchen_ die in vielen Teilen Ostafrikas sehr beliebt sind. Sie bestehen aus einem einfachen Teig_ der mit Zucker_ Kokosnuss und Gewürzen wie Kardamom verfeinert wird_ was ihnen einen süßen und würzigen Geschmack verleiht. Der Teig wird in kleine Portionen geteilt_ zu Bällchen oder Dreiecken geformt und dann goldbraun frittiert. Mandazi sind ein beliebter Snack oder Frühstücksgenuss und werden oft mit Tee oder Kaffee serviert. Sie sind knusprig außen und weich innen_ was sie zu einer beliebten Leckerei bei Festen_ Märkten und in der alltäglichen Küche Ugandas macht.
209	Wareniki	Вареники	185	gekocht	na	mit Schmand	na	na	https://wesfood.blogspot.com/2018/01/wareniki.html	Wareniki sind traditionelle ukrainische Teigtaschen_ die mit verschiedenen Füllungen zubereitet werden. Der Teig besteht aus Mehl_ Wasser und manchmal Ei und wird zu kleinen Taschen geformt. Die Füllungen können aus Kartoffeln_ Käse_ Sauerkraut_ Fleisch oder sogar Früchten wie Kirschen oder Äpfeln bestehen. Die Teigtaschen werden dann gekocht und oft mit saurer Sahne oder Butter serviert. Wareniki sind ein beliebtes Gericht in der ukrainischen Küche und werden sowohl als Hauptmahlzeit als auch als Dessert genossen. Sie sind ein fester Bestandteil der ukrainischen Esskultur und bieten eine köstliche Kombination aus weichem Teig und herzhaften oder süßen Füllungen.
